frame,frame_time_ms,mediapipe_ms,classifier_ms,fps,cpu_percent,temperature_c
0,536.6868139999497,271.7910999999731,12.984934000087378,1.8632840865736153,,46.251
1,63.63673500072764,126.48646700017707,11.743261000447092,15.714194010559558,,46.251
2,66.52269400001387,120.8634209997399,11.529278000125487,15.032463958837738,,47.225
3,365.5017589999261,119.83682400023099,11.30403600018326,2.7359649451104344,,46.251
4,17.48543699977745,121.0346819998449,11.832815999696322,57.19044940156359,,46.738
5,57.770262000303774,211.63175199944817,11.555167000551592,17.309943998431955,,47.225
6,66.29589600015606,204.86294100010127,11.65181600026699,15.083889959005093,,46.738
7,208.40408700041735,202.86209799996868,11.704354000357853,4.79837038895498,,47.225
8,17.903957000271475,201.399906000006,11.562370999854465,55.85357471450792,,46.738
9,41.57753599974967,256.3698399999339,11.655092999717453,24.051449321239737,,47.225
10,66.84319599935407,204.8349220003729,12.396320000334526,14.960385796179814,,47.225
11,202.68263399975694,207.54675100033637,11.938946999180189,4.933821809327775,,48.199
12,17.82419800019852,205.94261400037794,11.674426999888965,56.103506030894756,,48.199
13,45.66918500040629,203.03954299924953,11.273295000137296,21.896602709049958,,48.686
14,34.01201700035017,213.9390039992577,11.44033299988223,29.401373049699007,,49.173
15,201.40570199964714,118.97474499983218,12.53030200041394,4.9651027258491025,,49.173
16,17.886069000269345,123.94419599968387,12.166855000032228,55.90943431924259,,49.173
17,47.57421300018905,124.06243700024788,11.996744000498438,21.019790700395323,,49.66
18,33.81853500013676,120.08365800011234,12.062336000781215,29.569583661620943,,50.147
19,203.99808499951178,121.60490699989168,12.531264999779523,4.902006800712827,,51.608
20,18.097643999681168,121.11069999991741,12.37583799957065,55.255811199381384,,51.608
21,46.06926099950215,118.80756000027759,11.252702999627218,21.706447603116676,,52.095
22,66.48458299969207,121.38870200033125,11.459315000138304,15.041081027832147,,51.608
23,293.78033700049855,174.5747199993275,11.774593999689387,3.4039037813422586,,52.582
24,17.96266099972854,123.98212199968839,11.774093999520119,55.67103894100726,,52.095
25,55.70477099990967,124.77483000020584,11.97724399935396,17.951783699130935,,51.121
26,66.85404799918615,119.84362000021065,12.51376500022161,14.957957370242914,,51.121
27,287.6622329995371,119.96969500069099,13.18297200032248,3.4762992332108094,,52.095
28,19.262871999671916,124.5669949994408,12.025668999740446,51.913338780272845,,51.608
29,61.042834000545554,120.35325199940416,11.707724000189046,16.381939278754043,,
30,66.8030289998569,120.01843600046413,11.030442000446783,14.969381103993683,,
31,285.09068400035176,125.28823999946326,11.35661100033758,3.50765583065761,,
32,18.28862599995773,122.69926400040276,11.757687000681472,54.67879325665642,,
33,64.4717209997907,120.17978899984882,10.997572000633227,15.510676378613288,,
34,66.12237799981813,119.70017500061658,11.48027799990814,15.123473024559862,,
35,251.440000999537,121.31473899989942,10.722126000473509,3.9770919345559554,,
36,18.482645000403863,120.65855000037118,11.342314000103215,54.10481021402234,,
37,78.68986399989808,120.75492099938856,11.133831999359245,12.708117020017918,,
38,63.502345999950194,125.72657500004425,19.04125999953976,15.747449708405801,,
39,328.1827450000492,120.15923299986753,11.22048100023676,3.047082807476213,,
40,17.39838100002089,121.37055299990607,11.918909999621974,57.47661233529713,,
41,43.99428800024907,126.12635499954195,11.767650000365393,22.73022352343419,,
42,67.16251200032275,120.85525499969663,11.13749900014227,14.889258460064664,,
43,289.28166600053373,121.69763000019884,11.180888000126288,3.456838498704425,,
44,18.97192599972186,121.74174099982338,11.75068700013071,52.70946133854098,,
45,59.20626899933268,122.75048599985894,11.594796999816026,16.890103310027374,,
46,65.96606199946109,121.3492770002631,11.491852000290237,15.159310252720095,,
47,290.75782200015965,121.81211200004327,12.509043000136444,3.4392883848175577,,
48,18.293551999704505,119.37889600085327,11.716631000126654,54.66406961404505,,
49,58.05341199993563,119.72812000021804,11.174684000252455,17.225516391717143,,
50,68.34031399921514,120.26204799985862,11.18573900021147,14.632651527054508,,
51,288.3129949996146,123.04971000048681,11.102665000180423,3.468452748726559,,
52,17.66312299969286,119.56982399988192,11.100072000772343,56.61512972634504,,
53,61.17344599988428,120.56945699987409,11.354314000527665,16.346962046275628,,
54,66.64086100045097,149.3086159998711,11.543055999936769,15.005808523290732,,
55,285.7366500002172,121.39766499967664,11.715482999534288,3.499726058940076,,
56,17.64806800019869,119.63245300012204,11.133795000205282,56.66342627355819,,
57,65.57857799998601,119.39022899969132,11.146905999339651,15.248882035841238,,
58,65.8602459998292,123.30247099998815,11.396963000152027,15.183666334963178,,
59,297.263001999454,119.36095199962438,10.996664999765926,3.364024427102559,,
60,18.621164999785833,124.63919999936479,11.314850999951886,53.70233280310342,,
61,51.428102000500076,122.262058999695,12.243078000210517,19.444621930443326,,
62,66.53487899984611,119.75580499984062,11.630168000010599,15.029710958102333,,
63,202.29413300057786,120.45392000072752,11.865909999869473,4.943297095013346,,
64,19.02283300023555,120.8364399999482,13.743047999923874,52.5684055570281,,
65,46.79248699994787,120.1538260002053,11.553907999768853,21.370952135993843,,
66,66.57965800059173,119.28202600029181,11.65253900035168,15.019602533721521,,
67,206.38959699954285,120.5771620006999,12.001003000477795,4.845205449004365,,
68,18.958554999699118,120.30408600003284,11.159592000694829,52.746636018191815,,
69,41.48622100001376,119.05689500053995,11.22590599970863,24.104388780064312,,
70,68.19101700057217,302.749789999325,11.400073999539018,14.664688165475068,,
