frame,frame_time_ms,mediapipe_ms,classifier_ms,fps,cpu_percent,temperature_c
0,58.438583000000044,58.90174999999953,109.93349999999947,17.11198233536907,26.4,
1,208.66095899999948,21.937957999999647,37.168458000000015,4.792463356789242,18.9,
2,14.129417000000366,19.509540999999686,37.24904200000001,70.77432848078404,20.7,
3,79.72499999999982,19.376709000000325,37.19758299999931,12.543116964565723,22.5,
4,28.130041000000716,23.441874999999612,37.10616600000005,35.54918387783276,21.6,
5,65.80999999999992,23.41916700000013,37.16525000000015,15.195259079167318,27.8,
6,26.62341600000051,26.014667000000102,37.22204200000068,37.560920056238494,17.5,
7,77.28345900000022,27.095709000000134,37.30666700000018,12.939379434349556,10.8,
8,36.27612499999966,26.519125000000088,37.062667000000715,27.566340120396248,12.0,
9,79.74862499999969,26.986457999999658,37.34720799999991,12.539401149549649,10.6,
10,25.687125000000144,27.78941699999926,37.368959000000146,38.93000871058923,10.9,
11,81.66362500000002,26.66462500000044,37.27395800000011,12.245354036145221,11.8,
12,27.550042000000552,26.601583000000595,37.32516599999958,36.29758531765505,13.0,
13,84.35354199999966,27.749707999999984,37.120875000000275,11.854866746437322,10.7,
14,24.39608300000007,27.29908400000003,36.88770899999927,40.99018682630311,12.2,
15,85.75049999999962,26.191208000000188,37.05416699999997,11.661739581693453,12.7,
16,22.257457999999453,26.972666999999895,36.8843330000006,44.92876050805194,11.5,
17,84.44987499999979,26.583540999999933,37.36154100000011,11.841343755689424,12.6,
18,24.536334000000437,26.86508399999976,37.28758400000043,40.755884721816315,11.5,
19,86.0680829999998,27.18041599999932,37.46033300000029,11.618708877250144,11.9,
20,24.08641700000036,17.544625000000202,37.70483299999938,41.51717542712912,11.7,
21,83.55229100000017,17.38087499999974,37.84212500000006,11.968552723467488,12.5,
22,25.719082999999365,17.63129199999991,37.48091699999989,38.88163508784604,12.6,
23,84.71633300000025,13.625291999999511,37.12641700000052,11.804099216617379,12.0,
24,25.574959000000064,15.802374999999813,37.44954200000006,39.100746945478875,11.3,
25,85.75637500000077,31.39858399999973,36.58537500000136,11.6609406589305,11.5,
26,19.614958000000016,25.996499999999756,37.439790999998834,50.9815009545266,11.8,
27,87.03016699999999,26.855541999999843,37.305500000000436,11.49026865592479,11.9,
28,22.167540999999957,26.156083000000052,37.51620800000133,45.111002614137576,12.2,
29,85.09345800000023,26.921915999999158,37.6015419999991,11.751784725918617,11.7,
30,23.499666000000197,29.01912499999959,37.475666999998936,42.55379629650871,11.8,
31,84.42000000000061,26.834792000000718,37.41958400000023,11.845534233593849,11.8,
32,23.68324999999949,27.770333999999508,37.1738749999988,42.22393463735009,11.7,
33,85.56383300000014,27.144041999999757,37.227333000000584,11.687180961142756,11.3,
34,23.384875000000527,27.743707999999145,37.04620799999958,42.762683144552945,12.1,
35,85.21737500000003,25.081291000001116,37.08162499999901,11.734696122709712,11.6,
36,23.082291999999782,26.851625000000823,36.62820799999977,43.32325403387191,12.0,
37,85.89474999999958,26.60245800000105,37.21741599999895,11.642155079326791,11.3,
38,22.738540999999834,26.865041000000645,37.185125000000596,43.97819543479097,14.0,
39,86.1494589999996,26.528041000000613,37.197791000000535,11.607733949902165,11.5,
40,22.762125000000744,27.029875000000203,37.15775000000043,43.93262931294716,10.8,
41,76.10841600000029,25.962832999999463,37.187957999998744,13.139151391614774,11.7,
42,32.30683299999981,27.560125000000824,37.30091700000138,30.95320423391565,11.2,
43,71.0519999999999,25.769249999999744,37.30837500000028,14.07419917806679,12.4,
44,1.469457999999868,27.356083000000808,36.983875000000666,680.5230227744446,12.0,
45,76.41316600000003,26.732958000000195,36.378041999999056,13.086749998030438,11.7,
46,25.659625000000297,26.93337500000048,37.09866599999856,38.97173088071195,22.6,
47,72.52879199999995,25.917291999999037,37.2359160000002,13.787627953323705,17.3,
48,6.056541000000415,27.629791999999043,37.194291999998796,165.11074555590915,11.8,
49,76.60866700000035,26.851791000000347,37.144208000000845,13.053353349693388,12.7,
50,35.45862500000041,26.077332999999925,37.32725000000059,28.201883180749068,12.4,
51,88.37183300000095,27.612208999999055,37.21416600000005,11.315822769003663,12.0,
52,15.81562500000011,25.97075000000082,37.071667000001085,63.228610946452825,11.6,
53,84.7821660000001,25.320375000001505,37.02866599999943,11.79493338257009,13.6,
54,24.231499999999073,26.528250000000142,37.07408300000026,41.26859666137211,16.9,
55,87.27216700000007,26.312750000000662,37.24345799999895,11.458406893918415,20.0,
56,22.55670899999984,25.533125000000823,37.165458000000484,44.332708286479516,12.0,
57,84.08275000000032,27.041957999999866,36.4261250000002,11.89304583877188,,
58,23.432332999998806,28.854791999998852,37.31629199999986,42.676074977256896,,
59,85.62799999999982,25.368500000000793,37.440207999999586,11.67842294576543,,
60,24.77000000000018,21.060500000000815,37.84812500000001,40.3714170367377,,
61,88.18670800000028,23.140707999999677,36.95466699999983,11.339577388465354,,
62,19.089082999999007,25.963582999999346,36.752416000000565,52.38596322306587,,
63,84.92229099999982,28.858375000000436,37.10500000000039,11.775471295281026,,
